時間戳記,餐廳名稱,地區,時間?,類型,電話 ,地址,星級,星期一開嗎?,星期一的營業時間,星期二開嗎?,星期二的營業時間,星期三開嗎?,星期三的營業時間,星期四開嗎?,星期四的營業時間,星期五開嗎?,星期五的營業時間,星期六開嗎?,星期六的營業時間,星期日開嗎?,星期日的營業時間,低銷,訂位
12/24/2020 22:01:37,卜乘輕食滷味,公館地區,"中餐, 晚餐",肥宅/魯蛇吃宵,無,台北市羅斯福路四段中正區100號,4.1,是,12:00~20:00,是,12:00~20:00,是,12:00~20:00,是,12:00~20:00,是,12:00~20:00,是,12:00~20:00,是,12:00~21:00,無,無
12/24/2020 22:02:55,鴉片粉圓,公館地區,"中餐, 晚餐, 宵夜",肥宅/魯蛇吃宵,02-2369-3959,台北市中正區羅斯福路四段52巷16弄4號,3.8,是,12:00~23:30,是,12:00~23:30,是,12:00~23:30,是,12:00~23:30,是,12:00~23:30,是,12:00~23:30,是,12:00~23:30,無,無
12/24/2020 22:05:31,炸手指,公館地區,"晚餐, 宵夜",肥宅/魯蛇吃宵,0983-226-391,台北市中正區羅斯福路三段316巷8弄4號,4.6,是,15:00~00:00,是,15:00~00:00,是,15:00~00:00,是,15:00~00:00,是,15:00~00:00,是,15:00~00:00,是,15:00~00:00,無,無
12/24/2020 22:06:54,Mr.Smile 好吃雞排,118巷,"晚餐, 宵夜",肥宅/魯蛇吃宵,0980-232-039,台北市大安區復興南路二段349號,4.3,是,15:00~01:00,是,15:00~01:00,是,15:00~01:00,是,15:00~01:00,是,15:00~01:00,是,15:00~01:00,否,,無,無
12/24/2020 22:08:43,瑞安豆漿大王,偏鄉,"早餐, 中餐, 晚餐, 宵夜",肥宅/魯蛇吃宵,02-2705-3377,台北市大安區瑞安街69號,4,是,00:00~00:00,是,00:00~00:00,是,00:00~00:00,是,00:00~00:00,是,00:00~00:00,是,00:00~00:00,是,00:00~00:00,無,無
12/24/2020 22:10:05,四海豆漿大王,偏鄉,"早餐, 中餐, 晚餐, 宵夜",肥宅/魯蛇吃宵,02-2703-6170,台北市大安區復興南路二段140號,3.9,是,"05:00~12:00,16:00~00:00",是,"05:00~12:00,16:00~00:00",是,"05:00~12:00,16:00~00:00",是,"05:00~12:00,16:00~00:00",是,"05:00~12:00,16:00~00:00",是,"05:00~12:00,16:00~00:00",是,"05:00~12:00,16:00~00:00",無,無
12/24/2020 22:17:46,SUBWAY公館,公館地區,"早餐, 中餐, 晚餐",健康餐,02-3365-2629,台北市大安區羅斯福路四段85號,3.2,是,08:00~22:00,是,08:00~22:00,是,08:00~22:00,是,08:00~22:00,是,08:00~22:00,是,08:00~22:00,是,08:00~22:00,無,無
12/24/2020 22:21:24,YU POKÉ-夏威夷生魚飯,公館地區,"中餐, 晚餐",健康餐,02-2368-4282,台北市中正區羅斯福路四段24巷12弄4號,4.6,是,11:30~20:30,否,,是,11:30~20:30,是,11:30~20:30,是,11:30~20:30,是,11:30~20:30,是,11:30~20:30,無,無
12/24/2020 22:27:07,Miss Energy 能量小姐 台北公館店,公館地區,"中餐, 晚餐",健康餐,02 -2365-6857,台北市中正區羅斯福路四段52巷8號,3.8,是,11:00~19:30,是,11:00~19:30,是,11:00~19:30,是,11:00~19:30,是,11:00~19:30,否,,否,,無,無
12/24/2020 22:31:56,JJ's POKE & CAFE 鮮魚沙拉飯,公館地區,"中餐, 晚餐",健康餐,02-2367-2278,台北市中正區汀州路三段160巷4號1樓,4.3,是,11:00~20:30,是,11:00~20:30,是,11:00~20:30,是,11:00~20:30,是,11:00~20:30,是,11:00~20:30,是,11:00~20:30,無,有
12/24/2020 22:34:02,生機沙拉船,公館地區,"晚餐, 宵夜",健康餐,無,台北市中正區羅斯福路四段90巷,4.2,是,16:00~23:00,是,16:00~23:00,否,,是,16:00~23:00,是,16:00~23:00,是,16:00~23:00,是,16:00~23:00,無,無
12/24/2020 22:37:29,LULU Poke & Hotpot 夏威夷沙拉拌飯 & 健康小火鍋,公館地區,"中餐, 晚餐",,02-2367-6228,台北市中正區羅斯福路四段52巷16弄1號16弄1號,4.6,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,無,無
12/24/2020 22:39:21,好餵健康餐盒,118巷,"中餐, 晚餐",健康餐,0978-705-252,台北市大安區復興南路二段340巷5號1樓,4.4,是,11:00~20:00,是,11:00~20:00,是,11:00~20:00,是,11:00~20:00,是,11:00~20:00,否,,否,,無,無
12/24/2020 22:43:08,唯雞館,118巷,"中餐, 晚餐",健康餐,0963-493-131,台北市大安區和平東路二段118巷39號1樓,4.9,是,"11:30~14:00,17:00~19:30",是,"11:30~14:00,17:00~19:30",是,"11:30~14:00,17:00~19:30",是,"11:30~14:00,17:00~19:30",是,"11:30~14:00,17:00~19:30",是,"11:30~14:00,17:00~19:30",否,,無,無
12/24/2020 22:44:45,楽坡BonBox - 台北公館店,溫州街,"中餐, 晚餐",健康餐,0900-609-159,台北市大安區羅斯福路三段283巷10號,4.2,是,"11:00~13:30,17:00~20:00",是,"11:00~13:30,17:00~20:00",是,"11:00~13:30,17:00~20:00",是,"11:00~13:30,17:00~20:00",是,"11:00~13:30,17:00~20:00",是,11:00~13:30,否,,無,無
12/24/2020 22:47:14,金湯匙豆花坊 素食 簡餐便當,溫州街,"中餐, 晚餐",健康餐,02-2369-9717,台北市大安區羅斯福路三段333巷4號,4.5,是,11:00~21:00,是,11:00~21:00,是,11:00~21:00,是,11:00~21:00,是,11:00~21:00,是,11:00~21:00,是,11:00~21:00,無,無
12/24/2020 22:52:37,蜂鳥食堂-大安店,偏鄉,"中餐, 晚餐",健康餐, 02-2752-7717,台北市大安區和平東路二段223號,4.5,是,"11:00~13:30,17:00~19:00",是,"11:00~13:30,17:00~19:00",是,"11:00~13:30,17:00~19:00",是,"11:00~13:30,17:00~19:00",是,"11:00~13:30,17:00~19:00",否,,否,,無,無
